threads, chunks, time
7, 50, 4.64567
7, 50, 4.65746
7, 50, 4.66648
7, 50, 4.64782
7, 50, 4.65758
7, 50, 4.6642
7, 50, 4.66566
7, 50, 4.64177
7, 50, 4.66642
7, 50, 4.64711
7, 50, 4.65534
7, 50, 4.66057
7, 50, 4.65495
7, 50, 4.64762
7, 50, 4.65097
7, 50, 4.64656
7, 50, 4.65237
7, 50, 4.65501
7, 50, 4.66172
7, 50, 4.65505
7, 50, 4.64525
7, 50, 4.67806
7, 50, 4.645
7, 50, 4.65707
7, 50, 4.6643
7, 50, 4.6537
7, 50, 4.66444
7, 50, 4.65243
7, 50, 4.66475
7, 50, 4.64367
7, 50, 4.67677
7, 50, 4.64673
7, 50, 4.65762
7, 50, 4.6502
7, 50, 4.6609
7, 50, 4.6597
7, 50, 4.64496
7, 50, 4.6563
7, 50, 4.64914
7, 50, 4.65083
7, 50, 4.66187
7, 50, 4.65884
7, 50, 4.65478
7, 50, 4.67341
7, 50, 4.64506
7, 50, 4.65136
7, 50, 4.67109
7, 50, 4.64699
7, 50, 4.65641
7, 50, 4.64995
7, 50, 4.66783
7, 50, 4.64586
7, 50, 4.65984
7, 50, 4.65924
7, 50, 4.65333
7, 50, 4.64874
7, 50, 4.66206
7, 50, 4.66114
7, 50, 4.64448
7, 50, 4.6744
7, 50, 4.64618
